"MEMBER_NAME","MEMBER_ID","BILL_NUMBER","PATRON_TYPE"
"Eric Phillips                 ","H0384","HB1577","2" - Chief Co-Patron
"Ellen H. Campbell             ","H0350","HB1578","1" - Chief Patron
"Ian T. Lovejoy                ","H0373","HB1578","2" - Co-Patron
"James W. Morefield            ","H0224","HB1579","1" - Chief Patron
"Adele Y. McClure              ","H0375","HB158","1" - Chief Patron
"Alfonso H. Lopez              ","H0239","HB158","1041" - Chief Co-Patron
"Michael J. Jones              ","H0368","HB158","1041" - Chief Co-Patron
"Alex Q. Askew                 ","H0311","HB158","1999" - Co-Patron
"Amy J. Laufer                 ","H0371","HB158","1999" - Co-Patron
"Atoosa R. Reaser              ","H0380","HB158","1999" - Co-Patron
"Bonita G. Anthony             ","H0353","HB158","1999" - Co-Patron
"Candi Mundon King             ","H0330","HB158","1999" - Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB158","1999" - Co-Patron
"Holly M. Seibold              ","H0351","HB158","1999" - Co-Patron
"Irene Shin                    ","H0344","HB158","1999" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB158","1999" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB158","1999" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB158","1999" - Co-Patron
"Laura Jane Cohen              ","H0355","HB158","1999" - Co-Patron
"Marcus B. Simon               ","H0264","HB158","1999" - Co-Patron
"Marty Martinez                ","H0374","HB158","1999" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB158","1999" - Co-Patron
"Nadarius E. Clark             ","H0336","HB158","1999" - Co-Patron
"Patrick A. Hope               ","H0219","HB158","1999" - Co-Patron
"Rae Cousins                   ","H0356","HB158","1999" - Co-Patron
"Rodney T. Willett             ","H0327","HB158","1999" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB158","1999" - Co-Patron
"Shelly A. Simonds             ","H0323","HB158","1999" - Co-Patron
"Barbara A. Favola             ","S0086","HB158","2999" - Co-Patron
"David W. Marsden              ","S0080","HB158","2999" - Co-Patron
"Lamont Bagby                  ","S0114","HB158","2999" - Co-Patron
"Saddam Azlan Salim            ","S0127","HB158","2999" - Co-Patron
"Jason S. Ballard              ","H0333","HB1580","1" - Chief Patron
"Jason S. Ballard              ","H0333","HB1581","1" - Chief Patron
"H. Otto Wachsmann, Jr.        ","H0347","HB1582","1" - Chief Patron
"Jason S. Ballard              ","H0333","HB1583","1" - Chief Patron
"Jonathan ""Jed"" Arnold         ","H0352","HB1583","2" - Co-Patron
"Terry L. Austin               ","H0253","HB1583","3" - Co-Patron
"Amanda E. Batten              ","H0313","HB1583","4" - Co-Patron
"Ellen H. Campbell             ","H0350","HB1583","5" - Co-Patron
"Mike A. Cherry                ","H0335","HB1583","6" - Co-Patron
"A.C. Cordoza                  ","H0337","HB1583","7" - Co-Patron
"Will Davis                    ","H0357","HB1583","8" - Co-Patron
"Mark L. Earley, Jr.           ","H0358","HB1583","9" - Co-Patron
"N. Baxter Ennis               ","H0359","HB1583","10" - Co-Patron
"Hyland F. ""Buddy"" Fowler, Jr. ","H0259","HB1583","11" - Co-Patron
"Thomas A. Garrett, Jr.        ","H0362","HB1583","12" - Co-Patron
"W. Chad Green                 ","H0363","HB1583","13" - Co-Patron
"Geary Higgins                 ","H0367","HB1583","14" - Co-Patron
"M. Keith Hodges               ","H0238","HB1583","15" - Co-Patron
"Hillary Pugh Kent             ","H0369","HB1583","16" - Co-Patron
"Terry G. Kilgore              ","H0056","HB1583","17" - Co-Patron
"James A. ""Jay"" Leftwich       ","H0262","HB1583","18" - Co-Patron
"Ian T. Lovejoy                ","H0373","HB1583","19" - Co-Patron
"Paul V. Milde                 ","H0376","HB1583","20" - Co-Patron
"James W. Morefield            ","H0224","HB1583","21" - Co-Patron
"Delores Oates                 ","H0377","HB1583","22" - Co-Patron
"Chris Obenshain               ","H0378","HB1583","23" - Co-Patron
"Israel D. O'Quinn             ","H0242","HB1583","24" - Co-Patron
"Robert D. Orrock, Sr.         ","H0073","HB1583","25" - Co-Patron
"David Owen                    ","H0379","HB1583","26" - Co-Patron
"Eric Phillips                 ","H0384","HB1583","27" - Co-Patron
"Chris S. Runion               ","H0321","HB1583","28" - Co-Patron
"Anne Ferrell Tata             ","H0345","HB1583","29" - Co-Patron
"Kim A. Taylor                 ","H0346","HB1583","30" - Co-Patron
"H. Otto Wachsmann, Jr.        ","H0347","HB1583","31" - Co-Patron
"Wendell S. Walker             ","H0325","HB1583","32" - Co-Patron
"Michael J. Webert             ","H0247","HB1583","33" - Co-Patron
"Bill Wiley                    ","H0329","HB1583","34" - Co-Patron
"Wren M. Williams              ","H0348","HB1583","35" - Co-Patron
"Tony O. Wilt                  ","H0231","HB1583","36" - Co-Patron
"Scott A. Wyatt                ","H0328","HB1583","37" - Co-Patron
"Jason S. Ballard              ","H0333","HB1584","1" - Chief Patron
"Chris S. Runion               ","H0321","HB1584","2" - Chief Co-Patron
"N. Baxter Ennis               ","H0359","HB1585","1" - Chief Patron
"W. Chad Green                 ","H0363","HB1585","2" - Co-Patron
"R. Lee Ware                   ","H0124","HB1586","1" - Chief Patron
"H. Otto Wachsmann, Jr.        ","H0347","HB1587","1" - Chief Patron
"Wren M. Williams              ","H0348","HB1588","1" - Chief Patron
"Israel D. O'Quinn             ","H0242","HB1588","2" - Chief Co-Patron
"Jason S. Ballard              ","H0333","HB1588","3" - Co-Patron
"Amy J. Laufer                 ","H0371","HB1588","4" - Co-Patron
"Eric Phillips                 ","H0384","HB1588","5" - Co-Patron
"Sam Rasoul                    ","H0266","HB1588","6" - Co-Patron
"Wren M. Williams              ","H0348","HB1589","1" - Chief Patron
"Hillary Pugh Kent             ","H0369","HB1590","1" - Chief Patron
"Hillary Pugh Kent             ","H0369","HB1591","1" - Chief Patron
"Hillary Pugh Kent             ","H0369","HB1592","1" - Chief Patron
"Hillary Pugh Kent             ","H0369","HB1593","1" - Chief Patron
"Ian T. Lovejoy                ","H0373","HB1593","2" - Co-Patron
"Nadarius E. Clark             ","H0336","HB1594","1" - Chief Patron
"Joshua G. Cole                ","H0314","HB1594","2" - Chief Co-Patron
"Michael B. Feggans            ","H0360","HB1594","3" - Chief Co-Patron
"Amy J. Laufer                 ","H0371","HB1594","4" - Chief Co-Patron
"Bonita G. Anthony             ","H0353","HB1594","5" - Co-Patron
"Alex Q. Askew                 ","H0311","HB1594","6" - Co-Patron
"Katrina Callsen               ","H0354","HB1594","7" - Co-Patron
"Laura Jane Cohen              ","H0355","HB1594","8" - Co-Patron
"Rae Cousins                   ","H0356","HB1594","9" - Co-Patron
"Debra D. Gardner              ","H0361","HB1594","10" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB1594","11" - Co-Patron
"Marty Martinez                ","H0374","HB1594","12" - Co-Patron
"Atoosa R. Reaser              ","H0380","HB1594","13" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB1594","14" - Co-Patron
"Michael B. Feggans            ","H0360","HB1595","1" - Chief Patron
"Nadarius E. Clark             ","H0336","HB1595","2" - Chief Co-Patron
"David A. Reid                 ","H0301","HB1595","3" - Chief Co-Patron
"Joshua E. Thomas              ","H0382","HB1595","4" - Chief Co-Patron
"Alex Q. Askew                 ","H0311","HB1595","5" - Co-Patron
"Katrina Callsen               ","H0354","HB1595","6" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB1595","8" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB1595","9" - Co-Patron
"Marty Martinez                ","H0374","HB1595","11" - Co-Patron
"Sam Rasoul                    ","H0266","HB1595","12" - Co-Patron
"Atoosa R. Reaser              ","H0380","HB1595","13" - Co-Patron
"Irene Shin                    ","H0344","HB1595","14" - Co-Patron
"Anne Ferrell Tata             ","H0345","HB1595","15" - Co-Patron
"Rodney T. Willett             ","H0327","HB1595","16" - Co-Patron
"Nadarius E. Clark             ","H0336","HB1596","1" - Chief Patron
"Michael B. Feggans            ","H0360","HB1597","1" - Chief Patron
"Nadarius E. Clark             ","H0336","HB1597","2" - Chief Co-Patron
"Dan I. Helmer                 ","H0317","HB1597","3" - Chief Co-Patron
"Amy J. Laufer                 ","H0371","HB1597","4" - Chief Co-Patron
"Atoosa R. Reaser              ","H0380","HB1597","5" - Chief Co-Patron
"Alex Q. Askew                 ","H0311","HB1597","6" - Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB1597","7" - Co-Patron
"Katrina Callsen               ","H0354","HB1597","8" - Co-Patron
"Laura Jane Cohen              ","H0355","HB1597","9" - Co-Patron
"Rae Cousins                   ","H0356","HB1597","10" - Co-Patron
"Debra D. Gardner              ","H0361","HB1597","11" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB1597","12" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB1597","13" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB1597","14" - Co-Patron
"Marty Martinez                ","H0374","HB1597","15" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB1597","16" - Co-Patron
"David A. Reid                 ","H0301","HB1597","17" - Co-Patron
"JJ Singh                      ","H0385","HB1597","18" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB1597","19" - Co-Patron
"Joshua G. Cole                ","H0314","HB1598","1" - Chief Patron
"Alex Q. Askew                 ","H0311","HB1598","2" - Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB1598","3" - Co-Patron
"Katrina Callsen               ","H0354","HB1598","4" - Co-Patron
"Nadarius E. Clark             ","H0336","HB1598","5" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB1598","6" - Co-Patron
"Rae Cousins                   ","H0356","HB1598","7" - Co-Patron
"Michael B. Feggans            ","H0360","HB1598","8" - Co-Patron
"Debra D. Gardner              ","H0361","HB1598","9" - Co-Patron
"C.E. Cliff Hayes, Jr.         ","H0285","HB1598","10" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB1598","11" - Co-Patron
"Phil M. Hernandez             ","H0366","HB1598","12" - Co-Patron
"Charniele L. Herring          ","H0208","HB1598","13" - Co-Patron
"Patrick A. Hope               ","H0219","HB1598","14" - Co-Patron
"Michael J. Jones              ","H0368","HB1598","15" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB1598","16" - Co-Patron
"Amy J. Laufer                 ","H0371","HB1598","17" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB1598","18" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB1598","19" - Co-Patron
"Marty Martinez                ","H0374","HB1598","20" - Co-Patron
"Adele Y. McClure              ","H0375","HB1598","21" - Co-Patron
"Candi Mundon King             ","H0330","HB1598","22" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB1598","23" - Co-Patron
"Sam Rasoul                    ","H0266","HB1598","24" - Co-Patron
"Atoosa R. Reaser              ","H0380","HB1598","25" - Co-Patron
"David A. Reid                 ","H0301","HB1598","26" - Co-Patron
"Holly M. Seibold              ","H0351","HB1598","27" - Co-Patron
"Irene Shin                    ","H0344","HB1598","28" - Co-Patron
"JJ Singh                      ","H0385","HB1598","29" - Co-Patron
"Richard C. ""Rip"" Sullivan, Jr.","H0269","HB1598","30" - Co-Patron
"Vivian E. Watts               ","H0108","HB1598","31" - Co-Patron
"Rodney T. Willett             ","H0327","HB1598","32" - Co-Patron
"Lamont Bagby                  ","S0114","HB1598","33" - Co-Patron
"Ghazala F. Hashmi             ","S0108","HB1598","34" - Co-Patron
"Mamie E. Locke                ","S0067","HB1598","35" - Co-Patron
"Aaron R. Rouse                ","S0113","HB1598","36" - Co-Patron
"Saddam Azlan Salim            ","S0127","HB1598","37" - Co-Patron
"Angelia Williams Graves       ","S0130","HB1598","38" - Co-Patron
"Joshua G. Cole                ","H0314","HB1599","1" - Chief Patron
"Luke E. Torian                ","H0227","HB1600","1" - Chief Patron
"Joshua E. Thomas              ","H0382","HB1601","1" - Chief Patron
"Shelly A. Simonds             ","H0323","HB1601","2" - Chief Co-Patron
"Betsy B. Carr                 ","H0212","HB1601","3" - Co-Patron
"Joshua G. Cole                ","H0314","HB1601","4" - Co-Patron
"Vivian E. Watts               ","H0108","HB1601","5" - Co-Patron
"Joshua E. Thomas              ","H0382","HB1602","1" - Chief Patron
"Dan I. Helmer                 ","H0317","HB1602","2" - Chief Co-Patron
"Kathy K.L. Tran               ","H0305","HB1602","3" - Chief Co-Patron
"Timothy P. Griffin            ","H0364","HB1602","4" - Co-Patron
"Chris S. Runion               ","H0321","HB1603","1" - Chief Patron
"Chris S. Runion               ","H0321","HB1604","1" - Chief Patron
"Katrina Callsen               ","H0354","HB1605","1" - Chief Patron
"Phil M. Hernandez             ","H0366","HB1606","1" - Chief Patron
"Bonita G. Anthony             ","H0353","HB1606","2" - Chief Co-Patron
"C.E. Cliff Hayes, Jr.         ","H0285","HB1606","3" - Chief Co-Patron
"Holly M. Seibold              ","H0351","HB1606","4" - Chief Co-Patron
"Alex Q. Askew                 ","H0311","HB1606","5" - Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB1606","6" - Co-Patron
"David L. Bulova               ","H0177","HB1606","7" - Co-Patron
"Katrina Callsen               ","H0354","HB1606","8" - Co-Patron
"Nadarius E. Clark             ","H0336","HB1606","9" - Co-Patron
"Laura Jane Cohen              ","H0355","HB1606","10" - Co-Patron
"Joshua G. Cole                ","H0314","HB1606","11" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB1606","12" - Co-Patron
"Rae Cousins                   ","H0356","HB1606","13" - Co-Patron
"Michael B. Feggans            ","H0360","HB1606","14" - Co-Patron
"Debra D. Gardner              ","H0361","HB1606","15" - Co-Patron
"Jackie H. Glass               ","H0349","HB1606","16" - Co-Patron
"Dan I. Helmer                 ","H0317","HB1606","17" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB1606","18" - Co-Patron
"Charniele L. Herring          ","H0208","HB1606","19" - Co-Patron
"Michael J. Jones              ","H0368","HB1606","20" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB1606","21" - Co-Patron
"Paul E. Krizek                ","H0281","HB1606","22" - Co-Patron
"Amy J. Laufer                 ","H0371","HB1606","23" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB1606","24" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB1606","25" - Co-Patron
"Marty Martinez                ","H0374","HB1606","26" - Co-Patron
"Adele Y. McClure              ","H0375","HB1606","27" - Co-Patron
"Candi Mundon King             ","H0330","HB1606","28" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB1606","29" - Co-Patron
"Sam Rasoul                    ","H0266","HB1606","30" - Co-Patron
"Atoosa R. Reaser              ","H0380","HB1606","31" - Co-Patron
"David A. Reid                 ","H0301","HB1606","32" - Co-Patron
"Briana D. Sewell              ","H0343","HB1606","33" - Co-Patron
"Irene Shin                    ","H0344","HB1606","34" - Co-Patron
"Shelly A. Simonds             ","H0323","HB1606","35" - Co-Patron
"JJ Singh                      ","H0385","HB1606","36" - Co-Patron
"Richard C. ""Rip"" Sullivan, Jr.","H0269","HB1606","37" - Co-Patron
"Joshua E. Thomas              ","H0382","HB1606","38" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB1606","39" - Co-Patron
"Vivian E. Watts               ","H0108","HB1606","40" - Co-Patron
"Rodney T. Willett             ","H0327","HB1606","41" - Co-Patron
"Phil M. Hernandez             ","H0366","HB1606","42" - Sponsor
"Dan I. Helmer                 ","H0317","HB1607","1" - Chief Patron
"Paul E. Krizek                ","H0281","HB1607","2" - Chief Co-Patron
"Adele Y. McClure              ","H0375","HB1607","3" - Chief Co-Patron
"Atoosa R. Reaser              ","H0380","HB1607","4" - Chief Co-Patron
"JJ Singh                      ","H0385","HB1607","5" - Chief Co-Patron
"Bonita G. Anthony             ","H0353","HB1607","6" - Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB1607","7" - Co-Patron
"Katrina Callsen               ","H0354","HB1607","8" - Co-Patron
"Betsy B. Carr                 ","H0212","HB1607","9" - Co-Patron
"Laura Jane Cohen              ","H0355","HB1607","10" - Co-Patron
"Rae Cousins                   ","H0356","HB1607","11" - Co-Patron
"Debra D. Gardner              ","H0361","HB1607","12" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB1607","13" - Co-Patron
"Charniele L. Herring          ","H0208","HB1607","14" - Co-Patron
"Alfonso H. Lopez              ","H0239","HB1607","15" - Co-Patron
